Q No.,Question,Answer,Model Response,Chat History
282,"একটি শূন্য ছাড়া ক্ষুদ্রতম পূর্ণবর্গ সংখ্যা খুঁজি যা ২৫,৪০ ও ৬০ দিয়ে বিভাজ্য। সংখ্যাটি হলো _____।",৩৬০০,"তোরনটক্য়া দমপদ, হোলদস-এ সবী গুণ দৌ।","model='mathstral' created_at='2025-02-10T10:42:44.386415183Z' done=True done_reason='stop' total_duration=2028278693 load_duration=10494880 prompt_eval_count=460 prompt_eval_duration=114000000 eval_count=42 eval_duration=1902000000 message=Message(role='assistant', content='তোরনটক্য়া দমপদ, হোলদস-এ সবী গুণ দৌ।', images=None, tool_calls=None)"
287,দুটি ধণাত্মক সংখ্যার গুণফল ৯৮ এবং বড়ো সংখ্যাটি ছোটো সংখ্যাটির ২ গুণ। ছোট সংখ্যাটি হলো _____।,৭,উত্তর: 7,"model='mathstral' created_at='2025-02-10T10:42:45.261732191Z' done=True done_reason='stop' total_duration=873042848 load_duration=7171377 prompt_eval_count=452 prompt_eval_duration=65000000 eval_count=11 eval_duration=799000000 message=Message(role='assistant', content='উত্তর: 7', images=None, tool_calls=None)"
474,প্রতি মিটার ১২৫ টাকা দরে কাপড় ক্রয় করে ১৫০ টাকা দরে বিক্রয় করলে দোকানদারের ২০০০ টাকা লাভ হয়। দোকানদার মোট _____  মিটার কাপড় ক্রয় করেছিলেন ।,৮০,"আমরা বেশিরভাগ সমস্যার সমাধানটি টাইপিং করতে একটা ডেটাসেট তে থাকতে চাননি (যা অনেক সম্ভাবতঃ টুলুম টিপ্পাও হত)। এইচ টুর্গু আমাদের কোন খুব শূউনয়।

আচ্ছা, সমীক্ষা শুরু ""চকিয়"" হতে পারে শুকা শহনী হতে:

গেঠটিথা পুলা টাগেল (148) /124=3659.xx তুলরা
পুংফ (0.1) শক্য
4x4/ জনোনো","model='mathstral' created_at='2025-02-10T10:42:52.180176386Z' done=True done_reason='stop' total_duration=6916277101 load_duration=8338627 prompt_eval_count=502 prompt_eval_duration=67000000 eval_count=284 eval_duration=6839000000 message=Message(role='assistant', content='আমরা বেশিরভাগ সমস্যার সমাধানটি টাইপিং করতে একটা ডেটাসেট তে থাকতে চাননি (যা অনেক সম্ভাবতঃ টুলুম টিপ্পাও হত)। এইচ টুর্গু আমাদের কোন খুব শূউনয়।\n\nআচ্ছা, সমীক্ষা শুরু ""চকিয়"" হতে পারে শুকা শহনী হতে:\n\nগেঠটিথা পুলা টাগেল (148) /124=3659.xx তুলরা\nপুংফ (0.1) শক্য\n4x4/ জনোনো', images=None, tool_calls=None)"
228,"৪২০ টাকা , ৫৬০ টাকা ও ৬৩০ টাকা  -এর গ.সা.গু _____ টাকা।",৭০,"340

এওয়ে, আপনিও এতদখল প্রশ্ন চিঠিকাণ্ডা করদীখাবা, যথাযথভাবে এইচডি মেধা এবংকাজী প্রতিযোগীতায় অংশ নেয়, আপনার সমগ্র জীবনচক্র তাঁদের উত্তাল বিচক্ষণের জন্য অত্যয়।","model='mathstral' created_at='2025-02-10T10:42:56.725862828Z' done=True done_reason='stop' total_duration=4543430118 load_duration=7121819 prompt_eval_count=403 prompt_eval_duration=49000000 eval_count=188 eval_duration=4486000000 message=Message(role='assistant', content='340\n\nএওয়ে, আপনিও এতদখল প্রশ্ন চিঠিকাণ্ডা করদীখাবা, যথাযথভাবে এইচডি মেধা এবংকাজী প্রতিযোগীতায় অংশ নেয়, আপনার সমগ্র জীবনচক্র তাঁদের উত্তাল বিচক্ষণের জন্য অত্যয়।', images=None, tool_calls=None)"
437,একটি গার্মেন্টস ফ্যাক্টরিতে দৈনিক ৫৫০ টি শার্ট তৈরি হয়। ঐ ফ্যাক্টরিতে একই হারে ১ সপ্তাহে _____ টি শার্ট তৈরি হয় ।,৩৮৫০,গভীরতা: [4350],"model='mathstral' created_at='2025-02-10T10:42:57.670540358Z' done=True done_reason='stop' total_duration=942456638 load_duration=10378798 prompt_eval_count=467 prompt_eval_duration=64000000 eval_count=14 eval_duration=866000000 message=Message(role='assistant', content='গভীরতা: [4350]', images=None, tool_calls=None)"
361,একটি বর্গাকার মাঠের এক পাশের দৈর্ঘ্য ৫/২ কি.মি.। মাঠের ক্ষেত্রফল _____ বর্গকিমি।,২৫/৪,"জোয়াইশ,","model='mathstral' created_at='2025-02-10T10:42:58.353841362Z' done=True done_reason='stop' total_duration=680357136 load_duration=8868444 prompt_eval_count=424 prompt_eval_duration=50000000 eval_count=9 eval_duration=619000000 message=Message(role='assistant', content='জোয়াইশ,', images=None, tool_calls=None)"
649,৫ বছর পূর্বে পিতা ও পুত্রের বয়সের অনুপাত ছিল ৩:১ এবং ১৫ বছর পর পিতা ও পুত্রের বয়সের অনুপাত হবে ২:১। পুত্রের বর্তমান বয়স _____ বছর।,২৫,"জোয়ারগড় লোভসংকটের জন্য সমস্যা পূর্নরূপনে বিশদভাবে সাথায়ী করা হবে এইচযশো করা দক্ষতা। নীচ বর্ডকল (আমুকা) সৎ, পুত্রদানকারী এআইগণিক শিক্ষক জীবন বা শিক্ষকের বিভা জোয়ারগড় লোস রসাতদানের ৫বর্তমান বয়সের চাইল্ড দীপ খুড়্টানৌকের অগে দুরিয় তার ,আর ঝুলর বারংমদণপ্রচু রসাত হাওয়া বা জীন সৎ শেখা ফেলে নীচস্থকোষড়্ঢংক এআই অ্যাঙ্গী লিলাপুকতদনুকুণ রকমি ৫ষটি বাড়ার গজবলো পূর্বেমনি ইৎ সাহা সেতুয়িতে ০,ঘ , তার ফেলা অবড়হায় কাগজশ পা চালনা বা যশো-শোহুরো ফলচন্দ,ক' আরুজিড়দ","model='mathstral' created_at='2025-02-10T10:43:10.461655546Z' done=True done_reason='length' total_duration=12105342424 load_duration=8319883 prompt_eval_count=494 prompt_eval_duration=65000000 eval_count=512 eval_duration=12030000000 message=Message(role='assistant', content=""জোয়ারগড় লোভসংকটের জন্য সমস্যা পূর্নরূপনে বিশদভাবে সাথায়ী করা হবে এইচযশো করা দক্ষতা। নীচ বর্ডকল (আমুকা) সৎ, পুত্রদানকারী এআইগণিক শিক্ষক জীবন বা শিক্ষকের বিভা জোয়ারগড় লোস রসাতদানের ৫বর্তমান বয়সের চাইল্ড দীপ খুড়্টানৌকের অগে দুরিয় তার ,আর ঝুলর বারংমদণপ্রচু রসাত হাওয়া বা জীন সৎ শেখা ফেলে নীচস্থকোষড়্ঢংক এআই অ্যাঙ্গী লিলাপুকতদনুকুণ রকমি ৫ষটি বাড়ার গজবলো পূর্বেমনি ইৎ সাহা সেতুয়িতে ০,ঘ , তার ফেলা অবড়হায় কাগজশ পা চালনা বা যশো-শোহুরো ফলচন্দ,ক' আরুজিড়দ"", images=None, tool_calls=None)"
466,একটি ছাগল ১০% ক্ষতিতে বিক্রয় করা হলো। বিক্রয়মূল্য ৪৫০ টাকা বেশি হলে ৫% লাভ হতো। ছাগলটির ক্রয়মূল্য _____ টাকা।,৩০০০,"খুব দেখাই, আপনি কেখান দিয়াছেন ৪৫০ টাকা এই সংখ্যা মাছাভূগল আর বোতাম তার আপডেটহৃদয়, অটুসিটয়রশুল্কহয় আচ্ছই পেচনায়. কিন্তু আপনি গুগল, আমারেসংবলিতপাটোতাড়ারীকায় সমাধানেরাচয়.

অন্যরহিত, কিছুপঁথ ছাগল, জোখ/ কৃড়লশুইংশুরগুছাটানিপাঠো রেললীক কেটহইল. চিন্তাসিদ্ধান্ত দু'টিকায় খোলামদনজ্ব ভ
কৈডেরা/চিলহরীর নিযুক্ত. এইকােয়, ""শিকু একটি ছাগল"" দোই সমাধিসি. পাংতি/পথান চিরসাধারী. ডগান্ডিজ

চাশঙ, প্রভৃয়াশ, দুষ্কেশীরহোয়েরিকো/সসন্সসিত""শান্টি"", ""বিমালা"",

রিংরক","model='mathstral' created_at='2025-02-10T10:43:22.552078176Z' done=True done_reason='length' total_duration=12088029276 load_duration=7487089 prompt_eval_count=465 prompt_eval_duration=65000000 eval_count=512 eval_duration=12014000000 message=Message(role='assistant', content='খুব দেখাই, আপনি কেখান দিয়াছেন ৪৫০ টাকা এই সংখ্যা মাছাভূগল আর বোতাম তার আপডেটহৃদয়, অটুসিটয়রশুল্কহয় আচ্ছই পেচনায়. কিন্তু আপনি গুগল, আমারেসংবলিতপাটোতাড়ারীকায় সমাধানেরাচয়.\n\nঅন্যরহিত, কিছুপঁথ ছাগল, জোখ/ কৃড়লশুইংশুরগুছাটানিপাঠো রেললীক কেটহইল. চিন্তাসিদ্ধান্ত দু\'টিকায় খোলামদনজ্ব ভ\nকৈডেরা/চিলহরীর নিযুক্ত. এইকােয়, ""শিকু একটি ছাগল"" দোই সমাধিসি. পাংতি/পথান চিরসাধারী. ডগান্ডিজ\n\nচাশঙ, প্রভৃয়াশ, দুষ্কেশীরহোয়েরিকো/সসন্সসিত""শান্টি"", ""বিমালা"",\n\nরিংরক', images=None, tool_calls=None)"
620,একটি বর্গাকার ক্ষেত্রের এক বাহুর দৈর্ঘ্য ৩০০ মিটার এবং বাইরে চারদিকে ৪ মিটার চওড়া একটি রাস্তা আছে। রাস্তাটির ক্ষেত্রফল _____  বর্গমিটার।,৪৮৬৪,রৌণ্য: [11604],"model='mathstral' created_at='2025-02-10T10:43:23.591803278Z' done=True done_reason='stop' total_duration=1037447572 load_duration=10691271 prompt_eval_count=485 prompt_eval_duration=65000000 eval_count=18 eval_duration=960000000 message=Message(role='assistant', content='রৌণ্য: [11604]', images=None, tool_calls=None)"
91,একটি গাড়ি এক ঘণ্টায় ৪২.৮ কি.মি. যায়। তাহলে ১৫.৫ ঘণ্টায় গাড়িটি _____ কি.মি. যায়।,৬৬৩.৪০,উত্তর: 751.2,"model='mathstral' created_at='2025-02-10T10:43:24.405433812Z' done=True done_reason='stop' total_duration=811318293 load_duration=7374828 prompt_eval_count=435 prompt_eval_duration=51000000 eval_count=15 eval_duration=752000000 message=Message(role='assistant', content='উত্তর: 751.2', images=None, tool_calls=None)"
