Q No.,Question,Answer,Model Response
638,"কোনো প্রকৃত ভগ্নাংশের লব ও হরের যোগফল ১৪ এবং বিয়োগফল ৮ হলে, ভগ্নাংশটি নির্ণয় কর।",৩/১১,"ধরা যাক, ভগ্নাংশটি \( \frac{a}{b} \), যেখানে \( a \) হলো লব এবং \( b \) হলো হর।

প্রশ্নে বলা হয়েছে, \( a + b = 14 \) এবং \( a - b = 8 \)।

এখন, আমরা দুটি সমীকরণ পেলাম:

১) \( a + b = 14 \)

২) \( a - b = 8 \)

এখন এই দুটি সমীকরণ একসাথে সমাধান করি।

প্রথমে, দুইটি সমীকরণ যোগ করি:

\[
(a + b) + (a - b) = 14 + 8
\]

এই যোগফল থেকে পাই:

\[
2a = 22
\]

এখন \( a \) নির্ণয় করতে, উভয় দিকে ২ দ্বারা ভাগ করি:

\[
a = 11
\]

এখন, \( a \) এর মান ১১ আছে, এটিকে প্রথম সমীকরণে স্থাপন করি:

\[
11 + b = 14
\]

\( b \) এর মান নির্ণয় করতে, উভয় দিক থেকে ১১ বাদ দেই:

\[
b = 3
\]

অতএব, ভগ্নাংশটি হলো \( \frac{a}{b} = \frac{11}{3} \)।

**উত্তর: \(\frac{11}{3}\)**"
221,"১০৭১ টি ধুতি, ৫৯৫ টি শাড়ি ও ৩৫৭ টি জামা মজুদ আছে। কিছু পরিবারের মধ্যে ওই জিনিসগুলি সমানভাগে ভাগ করে দেয়া হলো। প্রত্যেক পরিবার কতগুলি জামা পাবে।",৩,"প্রদত্ত সমস্যাটি সমাধান করতে, আমাদের প্রথমে খুঁজে বের করতে হবে যে, ১০৭১ টি ধুতি, ৫৯৫ টি শাড়ি ও ৩৫৭ টি জামা উক্ত পরিমাণ পরিবারের মধ্যে সমানভাবে ভাগ করে দেয়া গেলে প্রতিটি পরিবার কতগুলি জামা পাবে। সেক্ষেত্রে খুঁজে বের করতে হবে তিনটি সংখ্যার মধ্যে বৃহত্তম কৃতক সংখ্যা (GCD), যা দ্বারা সংখ্যাগুলি সমানভাবে ভাগ করা যাবে।

প্রথমে, আমরা ১০৭১, ৫৯৫ এবং ৩৫৭ এর GCD বের করবো।

১. ১০৭১ এবং ৫৯৫ এর GCD বের করা:
   - ১০৭১ = ৫৯৫ × ১ + ৪৭৬
   - ৫৯৫ = ৪৭৬ × ১ + ১১৯
   - ৪৭৬ = ১১৯ × ৪ + ০

তাহলে, ১০৭১ এবং ৫৯৫ এর GCD হল ১১৯।

২. এখন ১১৯ এবং ৩৫৭ এর GCD বের করা:
   - ৩৫৭ = ১১৯ × ৩ + ০

তাহলে, ১১৯ এবং ৩৫৭ এর GCD হল ১১৯।

এখন যে সমস্ত পরিবার একই সংখ্যক জামা পাবে, সেই পরিবারের সংখ্যা হল ১১৯।

তাহলে, প্রতিটি পরিবারের প্রাপ্ত জামার সংখ্যা হবে:
\[ \frac{৩৫৭}{১১৯} = ৩ \]

তাই, প্রত্যেক পরিবার ৩ টি করে জামা পাবে।

**উত্তর: ৩**"
429,"২১৬০ টাকা রূমি, জেসমিন ও কাকলির মধ্যে ১ : ২ : ৩ অনুপাতে ভাগ করে দিলে জেসমিন কত টাকা পাবে ?",৭২০,"রূমি, জেসমিন, এবং কাকলির মধ্যে টাকা ভাগ করার অনুপাত ১ : ২ : ৩। এই অনুপাতের মোট অংশ হলো \(1 + 2 + 3 = 6\) অংশ।

কাকলিরা মোট ২১৬০ টাকা পাবেন। সুতরাং, ১ অংশের মূল্য হবে:

\[
\text{প্রতি অংশের মূল্য} = \frac{২১৬০}{৬} = ৩৬০ \text{ টাকা}
\]

জেসমিন ২ অংশ পাবে, তাই জেসমিনের প্রাপ্ত টাকার পরিমাণ হবে:

\[
\text{জেসমিনের প্রাপ্ত টাকা} = ২ \times ৩৬০ = ৭২০ \text{ টাকা}
\]

সুতরাং, জেসমিন ৭২০ টাকা পাবে।

**উত্তর: ৭২০**"
327,"এক ইউরো সমান ১২০ টাকা হলে, নয় কোটি চুরানব্বই লক্ষ তেত্রিশ হাজার চারশত চল্লিশ টাকা সমান কত ইউরো?",৮২৮৬১২,"ধরা যাক, ১ ইউরো = ১২০ টাকা।

আমাদেরকে হিসাব করতে হবে নয় কোটি চুরানব্বই লক্ষ তেত্রিশ হাজার চারশত চল্লিশ টাকা কত ইউরোর সমান।

প্রথমে টাকাকে ইউরোতে রূপান্তরিত করতে হবে। গণনা করতে নিম্নলিখিত পদ্ধতি অবলম্বন করি:

নয় কোটি চুরানব্বই লক্ষ তেত্রিশ হাজার চারশত চল্লিশ টাকাকে সংখ্যায় প্রকাশ করা যাক:
\[ \text{৯,৯৪,৩৩,৪৪০} \]

এই টাকাকে ইউরোতে রূপান্তর করতে, আমরা টাকার সংখ্যা কে ১২০ দিয়ে ভাগ করব, কারণ ১ ইউরো = ১২০ টাকা।

\[
\text{ইউরো = } \frac{\text{৯,৯৪,৩৩,৪৪০}}{১২০}
\]

এখন যদি ভাগ করি:
\[
\text{ইউরো = } \frac{৯৯৪৩৩৪৪০}{১২০} = ৮২৮৬১২.০০
\]

অতএব, নয় কোটি চুরানব্বই লক্ষ তেত্রিশ হাজার চারশত চল্লিশ টাকা সমান ৮২৮৬১২ ইউরো। 

**উত্তর: ৮২৮৬১২**"
73,এক ইঞ্চি সমান ২.৫৪ সে.মি। ৮.৫ ইঞ্চি সমান কত সে.মি?,২১.৫৯,"এক ইঞ্চি সমান ২.৫৪ সেন্টিমিটার। তাহলে ৮.৫ ইঞ্চি সমান কত সেন্টিমিটার তা বের করতে আমাদের এই মান ৮.৫ দ্বারা গুণ করতে হবে।

গণনা: 
\[
৮.৫ \times ২.৫৪ = ২১.৫৯
\]

অতএব, ৮.৫ ইঞ্চি সমান ২১.৫৯ সেন্টিমিটার।

**উত্তর: ২১.৫৯**"
517,কোন সংখ্যা থেকে ২৭ বিয়োগ করলে বিয়োগফল -২১ হবে?,৬,"ধরি, সংখ্যাটি \( x \)।

প্রশ্ন অনুযায়ী, সংখ্যা \( x \) হতে ২৭ বিয়োগ করলে বিয়োগফল হবে -২১। এটি গাণিতিক সমীকরণে প্রকাশ করলে পাই:

\[
x - 27 = -21
\]

এই সমীকরণ থেকে \( x \) এর মান বের করতে হলে, উভয় পাশে ২৭ যোগ করতে হবে:

\[
x - 27 + 27 = -21 + 27
\]

এতে, 

\[
x = 6
\]

সুতরাং, সংখ্যাটি হলো ৬।

**উত্তর: ৬**"
182,এবছরের অঙ্ক পরীক্ষায় আমাদের ক্লাসের ৬০% ছাত্রছাত্রী ৮০ এর বেশি নম্বর পেয়েছে। আমাদের ক্লাসের মোট ছাত্রছাত্রী ৫০ জন হলে কতজন ছাত্রছাত্রী ৮০ এর বেশি নম্বর পেয়েছে হিসাব করি।,৩০,"আমাদের ক্লাসে মোট ৫০ জন ছাত্রছাত্রী রয়েছে। এর মধ্যে ৬০% ছাত্রছাত্রী ৮০ এর বেশি নম্বর পেয়েছে। 

প্রথমে ছাত্রছাত্রীদের মধ্যে কতজন ৮০ এর বেশি নম্বর পেয়েছে তা বের করার জন্য ৬০% কে দশমিক আকারে লিখব: 

\[ ৬০\% = \frac{৬০}{১০০} = ০.৬ \]

তারপর, এই শতাংশকে মোট ছাত্রছাত্রীদের সংখ্যার সাথে গুণ করে, ৮০ এর বেশি নম্বর পাওয়া ছাত্রছাত্রীদের সংখ্যা পাওয়া যাবে:

\[ ০.৬ \times ৫০ = ৩০ \]

অতএব, আমাদের ক্লাসের ৩০ জন ছাত্রছাত্রী ৮০ এর বেশি নম্বর পেয়েছে।

**উত্তর: ৩০**"
132,ইছামতী নদীর পাড়ের একটি অংশ বাঁধাই করতে ৪০ জন শ্রমিকের ৩৫ দিন সময় লাগে। ২৮ দিনের মধ্যে ওই অংশ বাঁধাতে কতজন শ্রমিক লাগবে হিসাব করি।,৫০,"এই সমস্যা একটি কর্ম ক্ষমতার সমস্যা যেখানে আমরা জানি যে কর্মের পরিমাণ মানুষের সংখ্যা এবং সময়ের গুণফল দ্বারা নির্ধারিত হয়। 

প্রথমে আমরা নির্ধারণ করি মোট কাজের পরিমাণ (যা মানুষের সংখ্যা এবং সময়ের গুণফল)।

৪০ জন শ্রমিক ৩৫ দিনে কাজ শেষ করতে পারে, তাহলে মোট কাজের পরিমাণ হবে:
\[ 
40 \times 35 = 1400 \text{ শ্রম-দিন} 
\]

এই ১৪০০ শ্রম-দিনের কাজ আমরা ২৮ দিনের মধ্যে শেষ করতে চাই। ধরি, দরকারি শ্রমিকের সংখ্যা \( x \) জন। 

তাহলে,
\[ 
x \times 28 = 1400 
\]

এখন, \( x \) এর মান বের করি:
\[
x = \frac{1400}{28} = 50
\]

অতএব, ২৮ দিনের মধ্যে ওই অংশ বাঁধাই করতে ৫০ জন শ্রমিকের প্রয়োজন হবে।

**উত্তর: ৫০**"
232,১৪৫ ও ২৩২ সংখ্যা দুটির গ.সা.গু -এর মান খুঁজি।,২৯,"১৪৫ এবং ২৩২ এর গ.সা.গু (গড় সাধারণ গুণক) খুঁজতে, ইউক্লিডিয়ান অ্যালগরিদম ব্যবহার করা হয়। এই অ্যালগরিদমটি বলে যে, দুটি সংখ্যার গ.সা.গু হল ছোট সংখ্যা এবং দুটি সংখ্যার ভাগশেষের গ.সা.গু।

প্রথমে, ২৩২ কে ১৪৫ দ্বারা ভাগ করবো এবং ভাগশেষ বের করবো।

\[ ২৩২ \div ১৪৫ = ১ \quad \text{অর্থাৎ,} \quad ২৩২ = ১৪৫ \times ১ + ৮৭ \]

এখন, ১৪৫ এবং ৮৭ এর মধ্যে গ.সা.গু খুঁজতে হবে।

\[ ১৪৫ \div ৮৭ = ১ \quad \text{অর্থাৎ,} \quad ১৪৫ = ৮৭ \times ১ + ৫৮ \]

এখন, ৮৭ এবং ৫৮ এর মধ্যে গ.সা.গু খুঁজতে হবে।

\[ ৮৭ \div ৫৮ = ১ \quad \text{অর্থাৎ,} \quad ৮৭ = ৫৮ \times ১ + ২৯ \]

এখন, ৫৮ এবং ২৯ এর মধ্যে গ.সা.গু খুঁজতে হবে।

\[ ৫৮ \div ২৯ = ২ \quad \text{অর্থাৎ,} \quad ৫৮ = ২৯ \times ২ + ০ \]

যখন ভাগশেষ শূন্য হয়, তখন ভাগদানকারী (২৯) হলো গ.সা.গু।

সুতরাং, ১৪৫ এবং ২৩২ এর গ.সা.গু হচ্ছে ২৯।

**উত্তর: ২৯**"
278,তিনটি ধণাত্মক সংখ্যার প্রথম ও দ্বিতীয়টির গুণফল ২৪; দ্বিতীয় ও তৃতীয়টির গুণফল ৪৮; এবং প্রথম ও তৃতীয়টির গুণফল ৩২। বড় সংখ্যাটি কী হবে হিসাব করি।,৮,"প্রদত্ত সমস্যা অনুযায়ী আমাদের তিনটি ধণাত্মক সংখ্যা \( x \), \( y \), এবং \( z \) আছে।

আমাদেরকে নিম্নলিখিত সম্পর্কগুলো দেওয়া আছে:
1. প্রথম ও দ্বিতীয় সংখ্যার গুণফল: \( xy = 24 \)
2. দ্বিতীয় ও তৃতীয় সংখ্যার গুণফল: \( yz = 48 \)
3. প্রথম ও তৃতীয় সংখ্যার গুণফল: \( xz = 32 \)

আমাদের লক্ষ্য হল \( x \), \( y \), এবং \( z \)-এর মান বের করে বড় সংখ্যাটি নির্ণয় করা।

প্রথমে, তিনটি সমীকরণকে একত্রে গুণ করি:
\[
(xy)(yz)(xz) = 24 \times 48 \times 32
\]

\[
(xyz)^2 = 24 \times 48 \times 32
\]

এখন, \( xyz \) বের করার জন্য \( 24 \times 48 \times 32 \) এর বর্গমূল নেবো।
প্রথমে গুণফলটি সহজে গণনা করি:
\[
24 \times 48 = 1152
\]
\[
1152 \times 32 = 36864
\]

তাহলে আমাদের সমীকরণ হয়:
\[
(xyz)^2 = 36864
\]

এখন এর বর্গমূল পাবো:
\[
xyz = \sqrt{36864} = 192
\]

এবার, \( z \)-কে প্রকাশ করি:
গুন্ফল গুলো থেকে \( z \)-কে প্রকাশ করতে হবে। এক্ষেত্রে,
\[
z = \frac{xyz}{xy} = \frac{192}{24} = 8
\]

\( z = 8 \) পাওয়ার পর, \( x \) এবং \( y \) বের করবো:
\[
xz = 32 \implies x \times 8 = 32 \implies x = \frac{32}{8} = 4
\]
\[
yz = 48 \implies y \times 8 = 48 \implies y = \frac{48}{8} = 6
\]

এখন, \( x = 4 \), \( y = 6 \), এবং \( z = 8 \) পাওয়া গেছে।

তাহলে, বড় সংখ্যাটি হবে \( z \)।

**উ"
