Q No.,Question,Answer,Model Response
32,"একটি সিনেমা থিয়েটার প্রাপ্তবয়স্কদের জন্য ৭.৫০ টাকা এবং শিশুদের জন্য ৪.৫০ টাকা চার্জ করে। একটি সিনেমা দেখানোর রসিদ ছিল ৫৪০ টাকা। যদি ৮০  টি টিকিট বিক্রি হয়, তাহলে _____ টি প্রাপ্তবয়স্ক টিকিট বিক্রি হয়েছে।",৬০,"আসুন ধাপে ধাপে সমস্যার সমাধান করি।

ধরা যাক, প্রাপ্তবয়স্ক টিকিটের সংখ্যা হল x এবং শিশু টিকিটের সংখ্যা হল y।

আমরা জানি যে মোট টিকিটের সংখ্যা 80, তাই আমাদের আছে:
x + y = 80

আমরা আরও জানি যে প্রাপ্তবয়স্ক টিকিটের দাম 7.50 টাকা এবং শিশু টিকিটের দাম 4.50 টাকা, এবং মোট রসিদ 540 টাকা, তাই আমাদের আছে:
7.50x + 4.50y = 540

এখন, আমরা x এর মান বের করতে পারি। প্রথমে, আসুন y এর পরিপ্রেক্ষিতে x এর মান বের করি:
x = 80 - y

এখন, এই অভিব্যক্তিটিকে দ্বিতীয় সমীকরণে প্রতিস্থাপন করুন:
7.50(80 -"
105,সীতা অপেক্ষা রায়হানের ৩৯০ টাকা বেশি আছে। শিমুল অপেক্ষা সীতার ৪৭০ টাকা কম আছে। শিমুলের কাছে ৮৯০ টাকা আছে। সীতার কাছে  _____ টাকা আছে।,৪২০,"শিমুলের কাছে ৮৯০ টাকা আছে। শিমুল অপেক্ষা সীতার ৪৭০ টাকা কম আছে। সুতরাং, সীতার আছে ৮৯০ - ৪৭০ = ৪২০ টাকা।

সীতা অপেক্ষা রায়হানের ৩৯০ টাকা বেশি আছে। সুতরাং, রায়হানের আছে ৪২০ + ৩৯০ = ৮১০ টাকা।

কিন্তু আমাদের সীতার কাছে কত টাকা আছে তা বলতে বলা হয়েছে। তাই, সীতার কাছে ৪২০ টাকা আছে।

উত্তর: ৪২০"
159,বকুলতলার একটি কারখানায় গতবছরে ৭৫২১২০০ টাকা আয় হয়েছিল। এবছর আরও ৩২৫০৩২৫ টাকা আয় হলে দু-বছরে মোট _____ টাকা আয় হলো।,১০৭৭১৫২৫,"গতবছরের আয় ছিল ৭৫২১২০০ টাকা এবং এবছর আরও ৩২৫০৩২৫ টাকা আয় হয়েছে। দুই বছরের মোট আয় খুঁজে পেতে, আমাদের দুই বছরের আয় যোগ করতে হবে।

মোট আয় = গতবছরের আয় + এবছরের আয়
= ৭৫২১২০০ + ৩২৫০৩২৫
= ১০৭৭১৫২৫

উত্তর: ১০৭৭১৫২৫"
154,একটি মেলায় ১২টি জেনারেটর দৈনিক ৬ ঘণ্টা চালালে ৭ দিনে মজুত তেল খরচ হয়। দৈনিক ৪ ঘণ্টা চালালে ৯ দিনে ওই মজুত তেলে _____  টি জেনারেটর চালানো যাবে।,১৪,"প্রথমে, আমরা ধারণা করি যে একটি জেনারেটর 1 ঘণ্টা চালানোর জন্য কতটা তেল খরচ করে। আমরা জানি যে 12টি জেনারেটর 6 ঘণ্টা চালালে 7 দিনে মজুত তেল খরচ হয়। অতএব, 12টি জেনারেটর 1 ঘণ্টা চালালে মজুত তেলের 1/(7*6) = 1/42 অংশ খরচ হয়।

এখন, আমরা গণনা করতে চাই যে 9 দিনে কতগুলি জেনারেটর 4 ঘণ্টা চালালে মজুত তেল খরচ হবে। যেহেতু 1 ঘণ্টা চালালে 1/42 অংশ খরচ হয়, তাহলে 4 ঘণ্টা চালালে 4/42 = 2/21 অংশ খরচ হবে।

9 দিনে, মোট খরচ হবে 9 * (2/21) = 6/7 অংশ। যেহেতু আমরা এ�"
203,৫৫ মিটার লম্বা বাঁশের ১১ মিটার কাদা ও জলের নীচে আছে। বাঁশটির শতকরা _____ ভাগ কাদা ও জলের উপরে আছে ।,৮০,"প্রথমে, আমাদের বাঁশের মোট দৈর্ঘ্য নির্ণয় করতে হবে এবং তারপর কাদা ও জলের উপরে থাকা অংশের দৈর্ঘ্য বের করতে হবে।

বাঁশের মোট দৈর্ঘ্য = ৫৫ মিটার
কাদা ও জলের নিচে আছে = ১১ মিটার

কাদা ও জলের উপরে থাকা অংশের দৈর্ঘ্য = মোট দৈর্ঘ্য - কাদা ও জলের নিচে থাকা অংশ
= ৫৫ মিটার - ১১ মিটার
= ৪৪ মিটার

এখন, আমরা বাঁশের কত শতকরা ভাগ কাদা ও জলের উপরে আছে তা খুঁজে বের করতে চাই। এটি বের করার জন্য, আমরা সূত্রটি ব্যবহার করি:

(কাদা ও জলের উপরে থাকা অংশের দৈর্ঘ্য /"
374,"সাজ্জাদ সাহেবের ২৪,০০০ টাকা ছিল। তিনি এই টাকার ৫/১২ অংশ এতিমখানায়, ৩/৮ অংশ শিক্ষা প্রতিষ্ঠানে দান করলেন। তার কাছে _____ টাকা বাকি আছে। ",৫০০০,"সাজ্জাদ সাহেবের ২৪,০০০ টাকা ছিল। তিনি এই টাকার ৫/১২ অংশ এতিমখানায় দান করলেন। তাই, এতিমখানায় দান করা পরিমাণ হল:

৫/১২ * ২৪,০০০ = ১০,০০০ টাকা

এখন, তিনি অবশিষ্ট পরিমাণের ৩/৮ অংশ শিক্ষা প্রতিষ্ঠানে দান করলেন। অবশিষ্ট পরিমাণ হল:

২৪,০০০ - ১০,০০০ = ১৪,০০০ টাকা

শিক্ষা প্রতিষ্ঠানে দান করা পরিমাণ হল:

৩/৮ * ১৪,০০০ = ৫,২৫০ টাকা

এখন, দান করার পর তার কাছে অবশিষ্ট পরিমাণ হল:

১৪,০০০ - ৫,২৫০ = ৮,৭৫০ টাকা

উপসংহারে, সাজ্জাদ সাহেবের কাছে �"
506,একটি আয়তাকার ঘরের পরিসীমা একটি বর্গাকার পরীসীমার সমান। আয়তাকার ঘরের দৈর্ঘ্য প্রস্থের ৩ গুণ। প্রতি বর্গমিটারে ৭৫ টাকা দরে ঘরের মেঝে কার্পেট দিয়ে মুড়তে মোট ১১০২৫ টাকা ব্যয় হয়। আয়তাকার ঘরটির দৈর্ঘ্য _____ মিটার।,২১,"আসুন ধাপে ধাপে এই সমস্যার সমাধান করি।

আমাদের বলা হয়েছে যে আয়তাকার ঘরের পরিসীমা একটি বর্গাকার পরিসীমার সমান। আসুন বর্গক্ষেত্রের বাহুর দৈর্ঘ্য x হতে দিই। তারপর, বর্গক্ষেত্রের পরিধি হল 4x।

আমাদের আরও বলা হয়েছে যে আয়তক্ষেত্রের দৈর্ঘ্য প্রস্থের 3 গুণ। আসুন প্রস্থকে y হতে দিই। তারপর, দৈর্ঘ্য হল 3y। আয়তক্ষেত্রের পরিসীমা হল 2(দৈর্ঘ্য + প্রস্থ) = 2(3y + y) = 8y।

যেহেতু আয়তক্ষেত্রের পরিসীমা বর্গক্ষেত্রের পরিসীমার সমান, আমরা সমীকরণ স"
127,"যদুনাথ বিদ্যামন্দির স্কুলের ষষ্ঠ শ্রেণির ছাত্রছাত্রীদের, স্কুলের বাগানে লাগানোর জন্য পঞ্চায়েত থেকে ফুলগাছের চারা পাঠিয়েছে। হিসাব করে দেখা গেল চারাগুলিকে ২০টি, ২৪টি বা ৩০ টি সারিতে লাগালে প্রতিক্ষেত্রে প্রতিসারিতে সমান চারা থাকে। পঞ্চায়েত থেকে কমপক্ষে _____ টি চারা পাঠিয়েছিল।",১২০,"এই সমস্যাটি সমাধান করার জন্য, আমাদের সর্বনিম্ন সংখ্যক চারা খুঁজে বের করতে হবে যা 20, 24 এবং 30 দ্বারা সমানভাবে বিভাজ্য।

আমরা প্রথমে 20, 24 এবং 30 এর সর্বনিম্ন সাধারণ মাল্টিপল (LCM) খুঁজে পাব।

20 এর গুণিতক: 20, 40, 60, 80, 100, 120, ...
24 এর গুণিতক: 24, 48, 72, 96, 120, ...
30 এর গুণিতক: 30, 60, 90, 120, ...

তিনটি সংখ্যার LCM হল 120।

অতএব, পঞ্চায়েত থেকে কমপক্ষে 120টি চারা পাঠানো হয়েছিল।

উত্তর: 120"
224,"আমার কাছে ২২ মিটার লম্বা হলুদ ফিতে, ২৪.৭৫ মিটার লম্বা সবুজ ফিতে ও ১৬.৫০ মিটার লম্বা কমলা ফিতে আছে। এই তিনটি রঙের ফিতে থেকে সবচেয়ে বড়ো মাপের টুকরো কাটতে চাই যাতে প্রত্যেক রঙের ফিতে থেকে, সমান দৈর্ঘ্যের কয়েকটি টুকরো পাই এবং কোনো ফিতে নষ্ট না হয়। ওই সমান দৈর্ঘ্যের ফিতেটি _____ মিটার লম্বা হবে।",২.৭৫,"সবচেয়ে বড় মাপের টুকরো কাটার জন্য, আমাদের তিনটি রঙের ফিতের দৈর্ঘ্যের সর্বশ্রেষ্ঠ সাধারণ ভাজক (GCD) খুঁজে বের করতে হবে।

প্রথমে, আমরা তিনটি ফিতের দৈর্ঘ্যকে একটি তালিকায় লিখি:
- হলুদ ফিতে: 22 মিটার
- সবুজ ফিতে: 24.75 মিটার
- কমলা ফিতে: 16.50 মিটার

GCD খুঁজে বের করার জন্য, আমরা প্রতিটি মানকে একটি সাধারণ ভগ্নাংশে রূপান্তর করতে পারি, যেমন দশমিক মানকে ভগ্নাংশে রূপান্তর করা:
- 22 মিটার = 22/1
- 24.75 মিটার = 99/4 (যেহেতু 24.75 = 99/4)
- 16.50 মিটার = 33/2

এখন, আমরা এই স�"
99,"আব্দুল্লাহ ১ মিটার লম্বা একটি রেখা আঁকেন। তারপর তিনি বুঝতে পারলেন যে এটি কিছুটা দীর্ঘ। সুতরাং, তিনি এটির ২২ সেন্টিমিটার মুছে ফেলেছেন। ফলে রেখার দৈর্ঘ্য  এখন _____ সে.মি.।",৭৮,"আব্দুল্লাহ ১ মিটার লম্বা একটি রেখা আঁকেন। আমরা জানি যে ১ মিটার সমান ১০০ সেন্টিমিটার। তারপর তিনি এটির ২২ সেন্টিমিটার মুছে ফেলেছেন। আমরা যদি ১০০ সেন্টিমিটার থেকে ২২ সেন্টিমিটার বিয়ো�! গ করি, তাহলে আমরা ১০০ - ২২ = ৭৮ সেন্টিমিটার পাব।

উত্তর: 78"
482,"মি. রায় একজন সরকারি কর্মকর্তা। তিনি তীর্থস্থান পরিদর্শনের জন্য ভারতে যাবেন। যদি বাংলাদেশি ১ টাকা সমান ভারতীয় ০.৬৩ রূপি হয়, তবে ভারতীয় ৩০০০ রূপির জন্য বাংলাদেশের _____  টাকা প্রয়োজন হবে।",৪৭৬১.৯০,"প্রথমে আমাদের ভারতীয় রূপির সাথে বাংলাদেশী টাকার বিনিময় হার নির্ধারণ করতে হবে। আমাদের দেওয়া হয়েছে যে ১ বাংলাদেশী টাকা সমান ০.৬৩ ভারতীয় রূপি।

এখন, আমরা ভারতীয় ৩০০০ রূপির সমান বাংলাদেশী টাকার পরিমাণ গণনা করতে চাই। বিনিময় হার ব্যবহার করে, আমরা নিম্নলিখিত গণনা করতে পারি:

যদি ১ বাংলাদেশী টাকা = ০.৬৩ ভারতীয় রূপি হয়, 
তাহলে ১ ভারতীয় রূপি = ১ / ০.৬৩ বাংলাদেশী টাকা 
                  = ১.৫৯ বাংলাদেশী টাকা (প্রায়)

এখন, ভারত�"
599,১ ইঞ্চি = ২.৫৪ সেন্টিমিটার এবং ১ একর = ৪৮৪০ বর্গগজ। ১ একরে _____ বর্গমিটার ।,৪০৪৬.৮৫,"আমরা জানি যে ১ ইঞ্চি = ২.৫৪ সেন্টিমিটার এবং ১ একর = ৪৮৪০ বর্গগজ। 

প্রথমে, আমরা ১ একরকে বর্গইঞ্চিতে রূপান্তর করব। যেহেতু ১ একর = ৪৮৪০ বর্গগজ এবং ১ গজ = ১২ ইঞ্চি, তাই ১ একর = ৪৮৪০ * (১২)^২ বর্গইঞ্চি।

এখন, আমরা বর্গইঞ্চিকে বর্গসেন্টিমিটারে রূপান্তর করব। যেহেতু ১ ইঞ্চি = ২.৫৪ সেন্টিমিটার, তাই ১ বর্গইঞ্চি = (২.৫৪)^২ বর্গসেন্টিমিটার।

অতএব, ১ একর = ৪৮৪০ * (১২)^২ * (২.৫৪)^২ বর্গসেন্টিমিটার। 

একটি বর্গমিটার ১০,০০০ বর্গসেন্টিমিটার"
530,কোন একটি সংখ্যা থেকে ২৭ বিয়োগ করলে বিয়োগফল -২১ হবে। সংখ্যাটি _____ হবে।,৬,"ধরা যাক, সংখ্যাটি হল x।

সমস্যা অনুসারে, x থেকে 27 বিয়োগ করলে বিয়োগফল -21 হবে। সুতরাং, আমরা এটিকে একটি সমীকরণ হিসেবে লিখতে পারি:

x - 27 = -21

এখন, x এর মান বের করতে আমরা সমীকরণের উভয় দিকে 27 যোগ করব:

x - 27 + 27 = -21 + 27
x = 6

সুতরাং, সংখ্যাটি 6 হবে।

উত্তর: 6"
454,"৯৬০০ টাকা সারা, মাইমুনা ও রাইসার মধ্যে ৪:৩:১ অনুপাতে ভাগ করে দিলে রাইসা _____  টাকা পাবে ।",১২০০,"প্রথমে, আমাদের মোট অনুপাত খুঁজে বের করতে হবে, যা ৪+৩+১ = ৮।

এরপর, আমরা রাইসার অনুপাতকে মোট অনুপাত দ্বারা ভাগ করব এবং মোট পরিমাণ দ্বারা গুণ করব। অর্থাৎ, (১/৮) * ৯৬০০ = ১২০০।

সুতরাং, রাইসা ১২০০ টাকা পাবে।

উত্তর: 1200"
