Q No.,Question,Answer,Model Response
112,"আমার কাছে একটি বড়ো চকোলেট আছে। আমি সেই চকোলেটকে সমান ৮টি টুকরো করে তার ৩টি টুকরো বোনকে, ২টি টুকরো ভাইকে দিলাম ও বাকি টুকরোগুলি নিজে খেলাম। আমি চকোলেটের কত অংশ পেলাম দেখি। ",৩/৮,"এখানে, চকোলেটটিকে ৮টি সমান টুকরো করা হয়েছে।

বোনকে দেওয়া হয়েছে ৩টি টুকরো।
ভাইকে দেওয়া হয়েছে ২টি টুকরো।

সুতরাং, বোন ও ভাইকে মোট দেওয়া হয়েছে = ৩ + ২ = ৫টি টুকরো।

মোট টুকরো সংখ্যা ৮টি। এর মধ্যে বোন ও ভাইকে ৫টি দেওয়ার পরে অবশিষ্ট থাকে = ৮ - ৫ = ৩টি টুকরো।

অতএব, আমি চকোলেটের ৩টি টুকরো পেয়েছি।

যেহেতু চকোলেটটিকে ৮টি সমান ভাগে ভাগ করা হয়েছিল, তাই আমি চকোলেটের ৩/৮ অংশ পেয়েছি।

উত্তর: ৩/৮"
186,আজ আমাদের ক্লাসে ৭ জন ছাত্রছাত্রী অনুপস্থিত। ক্লাসে মোট ছাত্রছাত্রী ৩৫ জন। আজ মোট ছাত্রছাত্রীর শতকরা কতজন স্কুলে এসেছে হিসাব করি।,৮০,"আজকে ক্লাসে অনুপস্থিত ছাত্রছাত্রীর সংখ্যা: ৭ জন
মোট ছাত্রছাত্রীর সংখ্যা: ৩৫ জন
সুতরাং, আজকে ক্লাসে উপস্থিত ছাত্রছাত্রীর সংখ্যা = (মোট ছাত্রছাত্রীর সংখ্যা - অনুপস্থিত ছাত্রছাত্রীর সংখ্যা) = (৩৫ - ৭) = ২৮ জন

এখন, মোট ছাত্রছাত্রীর মধ্যে শতকরা কতজন উপস্থিত, সেটি নির্ণয় করতে হবে।
শতকরা উপস্থিতি = (উপস্থিত ছাত্রছাত্রীর সংখ্যা / মোট ছাত্রছাত্রীর সংখ্যা) * ১০০
= (২৮ / ৩৫) * ১০০
= (৪ / ৫) * ১০০
= ৪ * ২০
= ৮০

অতএব, আজকে মোট ছাত্রছাত্রীর মধ্যে শতকরা ৮০ জন স্কুলে এসেছে।

উত্তর: ৮০"
440,"৯৬০০ টাকা সারা, মাইমুনা ও রাইসার মধ্যে ৪:৩:১ অনুপাতে ভাগ করে দিলে মাইমুনা কত টাকা পাবে ?",৩৬০০,"ধরি, সারা, মাইমুনা ও রাইসা যথাক্রমে 4x, 3x ও x টাকা পাবে।

প্রশ্নানুসারে,
4x + 3x + x = 9600
বা, 8x = 9600
বা, x = 9600/8
অতএব, x = 1200

সুতরাং, মাইমুনা পাবে = 3x = 3 * 1200 = 3600 টাকা।

উত্তর: ৩৬০০"
10,"একটি পূর্ণসংখ্যা অন্যটির দ্বিগুণ, এবং তাদের যোগফল হল ৯৬। বড় পূর্ণসংখ্যাটি খুঁজুন।",৬৪,"ধরি, ছোট পূর্ণসংখ্যাটি হলো x।
তাহলে, বড় পূর্ণসংখ্যাটি হবে 2x (যেহেতু এটি ছোটটির দ্বিগুণ)।

প্রশ্নানুসারে, সংখ্যা দুটির যোগফল ৯৬। সুতরাং,
x + 2x = 96
বা, 3x = 96
বা, x = 96 / 3
বা, x = 32

অতএব, ছোট সংখ্যাটি হলো 32।
বড় সংখ্যাটি হবে 2 * 32 = 64।

সুতরাং, বড় পূর্ণসংখ্যাটি হলো ৬৪।

উত্তর: ৬৪"
31,১৮টি ডিমের দাম ৭২ টাকা। এরূপ ১৫টি ডিম ক্রয় করতে কত টাকার প্রয়োজন?,৬০,"এখানে, সমস্যাটি হলো ১৮টি ডিমের দাম ৭২ টাকা হলে, ১৫টি ডিমের দাম কত হবে তা নির্ণয় করা।

প্রথমে, একটি ডিমের দাম বের করতে হবে।

একটি ডিমের দাম = মোট দাম / ডিমের সংখ্যা
= ৭২ / ১৮
= ৪ টাকা

সুতরাং, একটি ডিমের দাম ৪ টাকা।

এখন, ১৫টি ডিমের দাম বের করতে হবে।

১৫টি ডিমের দাম = একটি ডিমের দাম * ডিমের সংখ্যা
= ৪ * ১৫
= ৬০ টাকা

অতএব, ১৫টি ডিম ক্রয় করতে ৬০ টাকার প্রয়োজন।

উত্তর: ৬০"
317,৬৫১২০১ থেকে কোন ক্ষুদ্রতম সংখ্যা বিয়োগ করলে বিয়োগফল একটি পূর্ণবর্গসংখ্যা হবে ?,১৫৬৫,"আমরা প্রথমে ৬৫১২০১-এর কাছাকাছি একটি পূর্ণবর্গ সংখ্যা খুঁজি। এর জন্য, আমরা ৬৫১২০১-এর বর্গমূল বের করার চেষ্টা করি।

√৬৫১২০১ ≈ ২৫৫.১১

সুতরাং, ২৫৫² = ৬৫,০২৫ এবং ২৫৬² = ৬৫,৫৩৬

যেহেতু ৬৫,৫৩৬ সংখ্যাটি ৬৫১২০১ থেকে বড়, তাই আমরা ২৫৫² = ৬৫,০২৫ সংখ্যাটি বিবেচনা করব।

এখন, ৬৫১২০১ থেকে ৬৫,০২৫ বিয়োগ করে দেখি:

৬৫১২০১ - ৬৫,০২৫ = ১৭৬

সুতরাং, ৬৫১২০১ থেকে ১৭৬ বিয়োগ করলে বিয়োগফল একটি পূর্ণবর্গ সংখ্যা হবে।

উত্তর: ১৭৬"
6,ছোট সংখ্যাটি খুঁজুন যার যোগফল ১৪৭ এবং একটি অন্যটির ০.৩৭৫ গুন থেকে ৪ বড়।,৪৩,"ধরি, ছোট সংখ্যাটি হলো x।
তাহলে, অন্য সংখ্যাটি হবে 0.375x + 4।

প্রশ্নানুসারে, সংখ্যা দুটির যোগফল ১৪৭। সুতরাং,

x + (0.375x + 4) = 147
=> x + 0.375x + 4 = 147
=> 1.375x = 147 - 4
=> 1.375x = 143
=> x = 143 / 1.375
=> x = 104

অতএব, ছোট সংখ্যাটি হলো 104।

অন্য সংখ্যাটি = 0.375 * 104 + 4 = 39 + 4 = 43

যোগফল = 104 + 43 = 147

সুতরাং, ছোট সংখ্যাটি 104।

উত্তর: 104"
428,"২১৬০ টাকা রূমি, জেসমিন ও কাকলির মধ্যে ১ : ২ : ৩ অনুপাতে ভাগ করে দিলে রূমি কত টাকা পাবে ?",৩৬০,"ধরি, রুমি, জেসমিন ও কাকলি যথাক্রমে x, 2x ও 3x টাকা পাবে।
প্রশ্নানুসারে,
x + 2x + 3x = 2160
বা, 6x = 2160
বা, x = 2160 / 6
অতএব, x = 360

সুতরাং, রুমি পাবে 360 টাকা।

উত্তর: ৩৬০"
272,দুটি ধণাত্মক সংখ্যার গুণফল ৯৮ এবং বড়ো সংখ্যাটি ছোটো সংখ্যাটির ২ গুণ। ছোট সংখ্যাটি কী?,৭,"ধরি, ছোট সংখ্যাটি হলো x এবং বড় সংখ্যাটি হলো y।

আমাদের দেওয়া আছে:
1. x * y = 98
2. y = 2x

এখন, y এর মান প্রথম সমীকরণে বসিয়ে পাই:
x * (2x) = 98
=> 2x^2 = 98
=> x^2 = 98/2
=> x^2 = 49
=> x = √49
=> x = 7

যেহেতু x একটি ধনাত্মক সংখ্যা, তাই x = 7।

সুতরাং, ছোট সংখ্যাটি হলো 7।

উত্তর: 7"
17,পিতা পুত্রের বর্তমান বয়সের পার্থক্য ১৫ বছর । ৩০ বছর পর তাদের  বয়সের পার্থক্য কত হবে?,১৫,"আমরা জানি, পিতা ও পুত্রের বয়সের পার্থক্য সবসময় একই থাকবে, কারণ দুজনের বয়সই সময়ের সাথে সাথে বাড়তে থাকবে এবং তাদের মধ্যেকার পার্থক্য অপরিবর্তিত থাকবে।

অতএব, ৩০ বছর পর তাদের বয়সের পার্থক্য একই থাকবে যা বর্তমানে আছে।

সুতরাং, ৩০ বছর পর পিতা ও পুত্রের বয়সের পার্থক্য হবে ১৫ বছর।

উত্তর: ১৫"
