Q No.,Question,Answer,Model Response
173,"নতুন বছরের দিনে কোচিংয়ে যোগ দেন স্যামুয়েল। স্যামুয়েল ৪ নভেম্বর থেকে স্যামুয়েল বন্ধ না হওয়া পর্যন্ত ব্যর্থ না হয়ে প্রতিদিন কোচিং নিতেন। স্যামুয়েলকে কত কোচিং ফি দিতে হবে, যদি দৈনিক কোচিং চার্জ ২৩ টাকা হয় এবং বছরটি লিপ ইয়ার না হয়?",7084,"প্রথমে আমরা স্যামুয়েল কতদিন কোচিং করেছেন তা বের করবো। তিনি কোচিং শুরু করেছেন ৪ নভেম্বর থেকে এবং বছর শেষ হয় ৩১ ডিসেম্বর।

নভেম্বর মাসে দিন রয়েছে: ৩০
তাহলে ৪ নভেম্বর থেকে ৩০ নভেম্বর পর্যন্ত দিন = ৩০ - ৪ + ১ = ২৭ দিন

ডিসেম্বর মাসে দিন রয়েছে: ৩১
ডিসেম্বর মাসে সম্পূর্ণ কোচিং: ৩১ দিন

তাহলে, মোট কোচিংয়ের দিন সংখ্যা = নভেম্বরের দিন + ডিসেম্বরের দিন
= ২৭ + ৩১ = ৫৮ দিন

যেহেতু প্রতিদিনের কোচিং ফি ২৩ টাকা, তাই স্যামুয়েলকে মোট ফি দিতে হবে:
= ৫৮ দিন × ২৩ টাকা/দিন = ১৩৩৪ টাকা

**উত্তর: ১৩৩৪**"
138,"হার্পার কাছাকাছি একটি পশু খামারে যাওয়ার সিদ্ধান্ত নেয় যেখানে মোট ১১টি প্রাণী রয়েছে। সে প্রবেশদ্বারের কাছে একটি সারিতে দাঁড়িয়ে আছে, গেট থেকে সে খামারের পশুদের পা দেখতে পেল এবং মোট পা গণনা করল ৩০টি। সে ইতিমধ্যেই জানে যে এই খামারে শুধু হাঁস এবং ঘোড়া রয়েছে। এ তথ্য থেকে হাঁসের সংখ্যা বের কর।",7,"ধরা যাক, খামারে \( x \) টি হাঁস এবং \( y \) টি ঘোড়া আছে।

প্রথমে, আমরা জানি:

১. হাঁস এবং ঘোড়ার মোট সংখ্যা ১১:
\[ x + y = 11 \]

২. হাঁসের প্রতি পায়ে ২টি পা এবং ঘোড়ার প্রতি পায়ে ৪টি পা রয়েছে। সুতরাং, মোট পা:
\[ 2x + 4y = 30 \]

এখন, দুইটি সমীকরণ থেকে সমাধান বের করি।

প্রথম সমীকরণ থেকে আমরা পাই:
\[ x = 11 - y \]

এই মানটি দ্বিতীয় সমীকরণে বসাই:
\[ 2(11 - y) + 4y = 30 \]

\[ 22 - 2y + 4y = 30 \]

\[ 2y = 30 - 22 \]

\[ 2y = 8 \]

\[ y = 4 \]

অতএব, ৪টি ঘোড়া আছে। এখন \( x \) এর মান বের করতে:
\[ x = 11 - y = 11 - 4 = 7 \]

সুতরাং, হাঁসের সংখ্যা হলো ৭টি।

**উত্তর: 7**"
127,একটি খামারে ৩৮টি প্রাণীর পা এবং মোট ১২টি প্রাণী রয়েছে। কেউ মুরগি আবার কেউ ভেড়া। মুরগির সংখ্যা নির্ণয় কর।,5,"ধরা যাক, খামারের মুরগির সংখ্যা \( x \) এবং ভেড়ার সংখ্যা \( y \)। আমাদের জানা আছে:

১. মোট প্রাণীর সংখ্যা ১২।
\[ x + y = 12 \]

২. মোট পায়ের সংখ্যা ৩৮ (মুরগির প্রতিটির ২টি পা এবং ভেড়ার প্রতিটির ৪টি পা)।
\[ 2x + 4y = 38 \]

এখন, দুটি সমীকরণ থেকে সমস্যাটি সমাধান করি।

প্রথম সমীকরণ থেকে \( y \) এর মান বের করি:
\[ y = 12 - x \]

এখন এই মান দ্বিতীয় সমীকরণে স্থাপন করি:
\[ 2x + 4(12 - x) = 38 \]

\[ 2x + 48 - 4x = 38 \]

\[ -2x + 48 = 38 \]

\[ -2x = 38 - 48 \]

\[ -2x = -10 \]

\[ x = \frac{-10}{-2} \]

\[ x = 5 \]

অতএব, মুরগির সংখ্যা হলো ৫।

**উত্তর: ৫**"
95,(৪ ঘণ্টা ৩৩ মিনিট ) + ( ৯ ঘণ্টা ২৭ মিনিট ) = কত ঘন্টা?,14,"সমস্যাটিতে আমাদের দু'টি সময়কাল যোগ করতে হবে: প্রথমটি ৪ ঘণ্টা ৩৩ মিনিট এবং দ্বিতীয়টি ৯ ঘণ্টা ২৭ মিনিট।

প্রথমে মিনিটগুলি যোগ করি:
\[ ৩৩ \text{ মিনিট} + ২৭ \text{ মিনিট} = ৬০ \text{ মিনিট} \]

৬০ মিনিট মানে ১ ঘণ্টা।

এখন, ঘন্টাগুলি যোগ করি:
\[ ৪ \text{ ঘণ্টা} + ৯ \text{ ঘণ্টা} = ১৩ \text{ ঘণ্টা} \]

মিনিট থেকে পাওয়া অতিরিক্ত ১ ঘণ্টা যোগ করি:
\[ ১৩ \text{ ঘণ্টা} + ১ \text{ ঘণ্টা} = ১৪ \text{ ঘণ্টা} \]

সুতরাং, মোট যোগফল হল ১৪ ঘণ্টা।

**উত্তর: ১৪**"
73,একটি কারখানায় ২ দিনে ৩৬০টি মোটরসাইকেল তৈরি হয়। ৫ সপ্তাহে ওই কারখানায় কতটি মোটরসাইকেল তৈরি হবে।,6300,"প্রথমে আমরা দেখি যে কারখানায় ২ দিনে ৩৬০টি মোটরসাইকেল তৈরি হয়। তাহলে ১ দিনে মোটরসাইকেল তৈরি হয়:

\[ \text{১ দিনে মোটরসাইকেল তৈরি} = \frac{৩৬০}{২} = ১৮০ \]

এখন আমরা ৫ সপ্তাহে অগ্রসর হবো। ১ সপ্তাহে ৭ দিন থাকে। সুতরাং, ৫ সপ্তাহে মোট দিন সংখ্যা হবে:

\[ ৫ \times ৭ = ৩৫ \text{ দিন} \]

এখন, ৩৫ দিনে মোট ক'টি মোটরসাইকেল তৈরি হবে তা নির্ণয় করতে পারি:

\[ \text{৩৫ দিনে মোটরসাইকেল তৈরি} = ৩৫ \times ১৮০ = ৬৩০০ \]

সুতরাং, ৫ সপ্তাহে কারখানায় মোট ৬৩০০টি মোটরসাইকেল তৈরি হবে।

**উত্তর: ৬৩০০**"
34,জামাল দোকান থেকে ডিম প্রতি ৫ টাকা করে সাড়ে চার হালি ডিম নিয়ে বাসায় গেল। তবে জামালের কত টাকা খরচ হল?,90,"প্রথমে আমরা এটা বের করতে হবে যে সাড়ে চার হালি ডিম মানে কত ডিম। 

একটি হালি বলতে ৪টি ডিম বোঝায়। সুতরাং, সাড়ে চার হালি মানে:

\[ 4.5 \times 4 = 18 \text{ ডিম} \]

এখন, যদি প্রতিটি ডিমের মূল্য ৫ টাকা হয়, তাহলে ১৮টি ডিমের মোট খরচ হবে:

\[ 18 \times 5 = 90 \text{ টাকা} \]

সুতরাং, জামালের মোট খরচ হয়েছে **৯০ টাকা**।

**উত্তর: ৯০**"
381,"ক্লেয়ার একটি কাছাকাছি পশু খামারে যাওয়ার সিদ্ধান্ত নেয় যেখানে মোট ১৯টি প্রাণী রয়েছে। সে প্রবেশদ্বারের কাছে একটি সারিতে দাঁড়িয়ে আছে, গেট থেকে সে খামারের পশুদের পা দেখতে পেল এবং সে গণনা করে মোট পায়ের সংখ্যা ৫৬টি। সে ইতিমধ্যেই জানে যে এই খামারে শুধু হাঁস এবং ঘোড়া রয়েছে। এ তথ্য থেকে হাঁসের সংখ্যা বের করা",10,"ধরা যাক, খামারে \( x \) সংখ্যক হাঁস এবং \( y \) সংখ্যক ঘোড়া রয়েছে। 

আমরা জানি:
1. মোট হাঁস এবং ঘোড়ার সংখ্যা: 
   \[
   x + y = 19
   \]

2. মোট পায়ের সংখ্যা:
   হাঁসের ২টি করে পা এবং ঘোড়ার ৪টি করে পা রয়েছে। সুতরাং,
   \[
   2x + 4y = 56
   \]

প্রথম সমীকরণ থেকে \( x + y = 19 \) পাই:
\[
x = 19 - y
\]

এখন এটি দ্বিতীয় সমীকরণে প্রতিস্থাপন করি:
\[
2(19 - y) + 4y = 56
\]

সমীকরণটি সমাধান করলে:
\[
38 - 2y + 4y = 56
\]

\[
2y = 56 - 38
\]

\[
2y = 18
\]

\[
y = 9
\]

অতএব, \( x = 19 - y = 19 - 9 = 10 \)

সুতরাং, খামারে \( x = 10 \) সংখ্যক হাঁস রয়েছে।

**উত্তর: 10**"
224,এমিলি একটি রঙের বাক্স কিনেছিলেন যাতে রংধনুর প্রতিটি রঙের সাথে মিলিত পেন্সিল রয়েছে। এমিলির ৭ জন বন্ধুও একই রঙের বাক্স কিনেছে। তাদের মোট কত পেন্সিল আছে।,56,"রংধনুতে সাধারণত ৭ টি ভিন্ন ভিন্ন রঙ থাকে: বেগুনি, নীল, আকাশি, সবুজ, হলুদ, কমলা ও লাল। সুতরাং, এক বাক্সে ৭টি পেন্সিল রয়েছে, প্রতিটি রংধনুর একটি রঙের জন্য।

এখন, এমিলি এবং তার ৭ জন বন্ধু মিলে মোট ৮ জন (১ জন এমিলি + ৭ জন বন্ধু) একই রঙের বাক্স কিনেছে। সুতরাং, তাদের প্রত্যেকের কাছে ৭টি করে পেন্সিল রয়েছে।

আমরা এখন মোট পেন্সিলের সংখ্যা বের করব:

\[
মোট পেন্সিল = সংখ্যা \,of \,মানুষ \times এক \,বাক্সের \,পেন্সিল
\]

\[
মোট পেন্সিল = ৮ \times ৭ = ৫৬
\]

অতএব, এমিলি এবং তার বন্ধুদের কাছে মোট ৫৬টি পেন্সিল রয়েছে।

**উত্তর: ৫৬**"
308,ভিক্টোরিয়া প্রতিদিন ৯ ঘন্টা কাজ করতেন এবং তিনি মোট ৩১৫ ঘন্টা কাজ করেছিলেন। তিনি কত সপ্তাহ কাজ করেছেন?,5,"প্রথমে আমরা বের করবো ভিক্টোরিয়া সপ্তাহে কতদিন কাজ করতেন। সাধারণত সপ্তাহে ৭ দিন থাকে এবং আমরা ধরে নিচ্ছি যে তিনি সপ্তাহে সাত দিনই কাজ করতেন।

তাহলে, ভিক্টোরিয়া প্রতিদিন ৯ ঘন্টা কাজ করার মাধ্যমে সপ্তাহে মোট কাজের ঘন্টা হবে:

\[ ৯ \times ৭ = ৬৩ \text{ ঘন্টা প্রতি সপ্তাহে} \]

এখন, ভিক্টোরিয়া মোট ৩১৫ ঘন্টা কাজ করেছেন। সুতরাং বের করতে হবে তিনি কত সপ্তাহ কাজ করেছেন। এজন্য মোট কাজের ঘন্টা সংখ্যা ৬৩ দ্বারা ভাগ করব:

\[ \frac{৩১৫}{৬৩} = ৫ \]

অতএব, ভিক্টোরিয়া মোট ৫ সপ্তাহ কাজ করেছেন।

**উত্তর: ৫**"
228,সকাল ৮টা থেকে বিকেল ৫টা পর্যন্ত টানা ৪ ঘণ্টা বৃষ্টি হয়েছে। কত ঘণ্টা বৃষ্টি হয়নি?,5,"সকাল ৮টা থেকে বিকেল ৫টা পর্যন্ত মোট সময় হলো ৯ ঘণ্টা। এর মধ্যে টানা ৪ ঘণ্টা বৃষ্টি হয়েছে। 

সুতরাং, বৃষ্টি না হওয়া সময় = মোট সময় - বৃষ্টি হওয়া সময়  
= ৯ ঘণ্টা - ৪ ঘণ্টা  
= ৫ ঘণ্টা  

**উত্তর: ৫**"
